negara,region,benua,bulan,tahun,jumlah_kunjungan_wisman
Bosnia Herzegovina,East Europe,EUROPE,November,2020,2
Bosnia Herzegovina,East Europe,EUROPE,Desember,2020,5
Bulgaria,East Europe,EUROPE,Januari,2020,1004
Bulgaria,East Europe,EUROPE,Februari,2020,1097
Bulgaria,East Europe,EUROPE,Maret,2020,328
Bulgaria,East Europe,EUROPE,April,2020,10
Bulgaria,East Europe,EUROPE,Mei,2020,7
Bulgaria,East Europe,EUROPE,Juni,2020,4
Bulgaria,East Europe,EUROPE,Juli,2020,10
Bulgaria,East Europe,EUROPE,Agustus,2020,7
Bulgaria,East Europe,EUROPE,September,2020,8
Bulgaria,East Europe,EUROPE,Oktober,2020,25
Bulgaria,East Europe,EUROPE,November,2020,34
Bulgaria,East Europe,EUROPE,Desember,2020,41
Ceko,East Europe,EUROPE,Januari,2020,2116
Ceko,East Europe,EUROPE,Februari,2020,2519
Ceko,East Europe,EUROPE,Maret,2020,1226
Ceko,East Europe,EUROPE,April,2020,3
Ceko,East Europe,EUROPE,Mei,2020,0
Ceko,East Europe,EUROPE,Juni,2020,2
Ceko,East Europe,EUROPE,Juli,2020,3
Ceko,East Europe,EUROPE,Agustus,2020,13
Ceko,East Europe,EUROPE,September,2020,12
Ceko,East Europe,EUROPE,Oktober,2020,45
Ceko,East Europe,EUROPE,November,2020,82
Ceko,East Europe,EUROPE,Desember,2020,157
Croasia,East Europe,EUROPE,Januari,2020,571
Croasia,East Europe,EUROPE,Februari,2020,347
Croasia,East Europe,EUROPE,Maret,2020,213
Croasia,East Europe,EUROPE,April,2020,15
Croasia,East Europe,EUROPE,Mei,2020,13
Croasia,East Europe,EUROPE,Juni,2020,46
Croasia,East Europe,EUROPE,Juli,2020,8
Croasia,East Europe,EUROPE,Agustus,2020,5
Croasia,East Europe,EUROPE,September,2020,20
Croasia,East Europe,EUROPE,Oktober,2020,45
Croasia,East Europe,EUROPE,November,2020,54
Croasia,East Europe,EUROPE,Desember,2020,51
Cyprus,East Europe,EUROPE,Januari,2020,137
Cyprus,East Europe,EUROPE,Februari,2020,439
Cyprus,East Europe,EUROPE,Maret,2020,57
Cyprus,East Europe,EUROPE,April,2020,2
Cyprus,East Europe,EUROPE,Mei,2020,1
Cyprus,East Europe,EUROPE,Juni,2020,1
Cyprus,East Europe,EUROPE,Juli,2020,1
Cyprus,East Europe,EUROPE,Agustus,2020,1
Cyprus,East Europe,EUROPE,September,2020,1
Cyprus,East Europe,EUROPE,Oktober,2020,2
Cyprus,East Europe,EUROPE,November,2020,3
Cyprus,East Europe,EUROPE,Desember,2020,5
Estonia,East Europe,EUROPE,Januari,2020,1082
Estonia,East Europe,EUROPE,Februari,2020,1265
Estonia,East Europe,EUROPE,Maret,2020,540
Estonia,East Europe,EUROPE,April,2020,17
Estonia,East Europe,EUROPE,Mei,2020,11
Estonia,East Europe,EUROPE,Juni,2020,9
Estonia,East Europe,EUROPE,Juli,2020,15
Estonia,East Europe,EUROPE,Agustus,2020,14
Estonia,East Europe,EUROPE,September,2020,10
Estonia,East Europe,EUROPE,Oktober,2020,36
Estonia,East Europe,EUROPE,November,2020,46
Estonia,East Europe,EUROPE,Desember,2020,54
Georgia,East Europe,EUROPE,Januari,2020,82
Georgia,East Europe,EUROPE,Februari,2020,86
Georgia,East Europe,EUROPE,Maret,2020,39
Georgia,East Europe,EUROPE,April,2020,24
Georgia,East Europe,EUROPE,Mei,2020,14
Georgia,East Europe,EUROPE,Juni,2020,10
Georgia,East Europe,EUROPE,Juli,2020,5
Georgia,East Europe,EUROPE,Agustus,2020,6
Georgia,East Europe,EUROPE,September,2020,12
Georgia,East Europe,EUROPE,Oktober,2020,3
Georgia,East Europe,EUROPE,November,2020,12
Georgia,East Europe,EUROPE,Desember,2020,34
Hongaria,East Europe,EUROPE,Januari,2020,1423
Hongaria,East Europe,EUROPE,Februari,2020,1503
Hongaria,East Europe,EUROPE,Maret,2020,598
Hongaria,East Europe,EUROPE,April,2020,3
Hongaria,East Europe,EUROPE,Mei,2020,3
Hongaria,East Europe,EUROPE,Juni,2020,0
Hongaria,East Europe,EUROPE,Juli,2020,2
Hongaria,East Europe,EUROPE,Agustus,2020,13
Hongaria,East Europe,EUROPE,September,2020,9
Hongaria,East Europe,EUROPE,Oktober,2020,17
Hongaria,East Europe,EUROPE,November,2020,39
Hongaria,East Europe,EUROPE,Desember,2020,54
Latvia,East Europe,EUROPE,Januari,2020,612
Latvia,East Europe,EUROPE,Februari,2020,651
Latvia,East Europe,EUROPE,Maret,2020,417
Latvia,East Europe,EUROPE,April,2020,8
Latvia,East Europe,EUROPE,Mei,2020,8
Latvia,East Europe,EUROPE,Juni,2020,8
Latvia,East Europe,EUROPE,Juli,2020,6
Latvia,East Europe,EUROPE,Agustus,2020,8
Latvia,East Europe,EUROPE,September,2020,4
Latvia,East Europe,EUROPE,Oktober,2020,9
Latvia,East Europe,EUROPE,November,2020,22
Latvia,East Europe,EUROPE,Desember,2020,107
Lithuania,East Europe,EUROPE,Januari,2020,1067
Lithuania,East Europe,EUROPE,Februari,2020,1254
Lithuania,East Europe,EUROPE,Maret,2020,588
Lithuania,East Europe,EUROPE,April,2020,6
Lithuania,East Europe,EUROPE,Mei,2020,1
Lithuania,East Europe,EUROPE,Juni,2020,2
Lithuania,East Europe,EUROPE,Juli,2020,3
Lithuania,East Europe,EUROPE,Agustus,2020,7
Lithuania,East Europe,EUROPE,September,2020,7
Lithuania,East Europe,EUROPE,Oktober,2020,19
Lithuania,East Europe,EUROPE,November,2020,28
Lithuania,East Europe,EUROPE,Desember,2020,56
Macedonia,East Europe,EUROPE,Januari,2020,95
Macedonia,East Europe,EUROPE,Februari,2020,94
Macedonia,East Europe,EUROPE,Maret,2020,21
Macedonia,East Europe,EUROPE,April,2020,1
Macedonia,East Europe,EUROPE,Mei,2020,0
Macedonia,East Europe,EUROPE,Juni,2020,0
Macedonia,East Europe,EUROPE,Juli,2020,0
Macedonia,East Europe,EUROPE,Agustus,2020,0
Macedonia,East Europe,EUROPE,September,2020,0
Macedonia,East Europe,EUROPE,Oktober,2020,0
Macedonia,East Europe,EUROPE,November,2020,3
Macedonia,East Europe,EUROPE,Desember,2020,3
Moldova,East Europe,EUROPE,Januari,2020,164
Moldova,East Europe,EUROPE,Februari,2020,121
Moldova,East Europe,EUROPE,Maret,2020,56
Moldova,East Europe,EUROPE,April,2020,4
Moldova,East Europe,EUROPE,Mei,2020,2
Moldova,East Europe,EUROPE,Juni,2020,2
Moldova,East Europe,EUROPE,Juli,2020,0
Moldova,East Europe,EUROPE,Agustus,2020,0
Moldova,East Europe,EUROPE,September,2020,0
Moldova,East Europe,EUROPE,Oktober,2020,5
Moldova,East Europe,EUROPE,November,2020,10
Moldova,East Europe,EUROPE,Desember,2020,21
Polandia,East Europe,EUROPE,Januari,2020,3390
Polandia,East Europe,EUROPE,Februari,2020,3604
Polandia,East Europe,EUROPE,Maret,2020,1622
Polandia,East Europe,EUROPE,April,2020,10
Polandia,East Europe,EUROPE,Mei,2020,24
Polandia,East Europe,EUROPE,Juni,2020,11
Polandia,East Europe,EUROPE,Juli,2020,11
Polandia,East Europe,EUROPE,Agustus,2020,21
Polandia,East Europe,EUROPE,September,2020,40
Polandia,East Europe,EUROPE,Oktober,2020,72
Polandia,East Europe,EUROPE,November,2020,80
Polandia,East Europe,EUROPE,Desember,2020,170
Romania,East Europe,EUROPE,Januari,2020,1854
Romania,East Europe,EUROPE,Februari,2020,1509
Romania,East Europe,EUROPE,Maret,2020,607
Romania,East Europe,EUROPE,April,2020,33
Romania,East Europe,EUROPE,Mei,2020,37
Romania,East Europe,EUROPE,Juni,2020,30
Romania,East Europe,EUROPE,Juli,2020,22
Romania,East Europe,EUROPE,Agustus,2020,22
Romania,East Europe,EUROPE,September,2020,18
Romania,East Europe,EUROPE,Oktober,2020,53
Romania,East Europe,EUROPE,November,2020,58
Romania,East Europe,EUROPE,Desember,2020,77
Montenegro,East Europe,EUROPE,Januari,2020,54
Montenegro,East Europe,EUROPE,Februari,2020,24
Montenegro,East Europe,EUROPE,Maret,2020,15
Montenegro,East Europe,EUROPE,April,2020,1
Montenegro,East Europe,EUROPE,Mei,2020,1
Montenegro,East Europe,EUROPE,Juni,2020,0
Montenegro,East Europe,EUROPE,Juli,2020,2
Montenegro,East Europe,EUROPE,Agustus,2020,1
Montenegro,East Europe,EUROPE,September,2020,2
Montenegro,East Europe,EUROPE,Oktober,2020,4
Montenegro,East Europe,EUROPE,November,2020,7
Montenegro,East Europe,EUROPE,Desember,2020,6
Serbia,East Europe,EUROPE,Januari,2020,527
Serbia,East Europe,EUROPE,Februari,2020,525
Serbia,East Europe,EUROPE,Maret,2020,172
Serbia,East Europe,EUROPE,April,2020,6
Serbia,East Europe,EUROPE,Mei,2020,1
Serbia,East Europe,EUROPE,Juni,2020,0
Serbia,East Europe,EUROPE,Juli,2020,2
Serbia,East Europe,EUROPE,Agustus,2020,7
Serbia,East Europe,EUROPE,September,2020,8
Serbia,East Europe,EUROPE,Oktober,2020,7
Serbia,East Europe,EUROPE,November,2020,18
Serbia,East Europe,EUROPE,Desember,2020,14
Slovakia,East Europe,EUROPE,Januari,2020,784
Slovakia,East Europe,EUROPE,Februari,2020,888
Slovakia,East Europe,EUROPE,Maret,2020,451
Slovakia,East Europe,EUROPE,April,2020,0
Slovakia,East Europe,EUROPE,Mei,2020,0
Slovakia,East Europe,EUROPE,Juni,2020,1
Slovakia,East Europe,EUROPE,Juli,2020,1
Slovakia,East Europe,EUROPE,Agustus,2020,1
Slovakia,East Europe,EUROPE,September,2020,4
Slovakia,East Europe,EUROPE,Oktober,2020,9
Slovakia,East Europe,EUROPE,November,2020,32
Slovakia,East Europe,EUROPE,Desember,2020,32
Slovenia,East Europe,EUROPE,Januari,2020,350
Slovenia,East Europe,EUROPE,Februari,2020,491
Slovenia,East Europe,EUROPE,Maret,2020,117
Slovenia,East Europe,EUROPE,April,2020,1
Slovenia,East Europe,EUROPE,Mei,2020,0
Slovenia,East Europe,EUROPE,Juni,2020,1
Slovenia,East Europe,EUROPE,Juli,2020,0
Slovenia,East Europe,EUROPE,Agustus,2020,1
Slovenia,East Europe,EUROPE,September,2020,3
Slovenia,East Europe,EUROPE,Oktober,2020,3
Slovenia,East Europe,EUROPE,November,2020,9
Slovenia,East Europe,EUROPE,Desember,2020,10
Ukraine,East Europe,EUROPE,Januari,2020,6577
Ukraine,East Europe,EUROPE,Februari,2020,4973
Ukraine,East Europe,EUROPE,Maret,2020,2507
Ukraine,East Europe,EUROPE,April,2020,186
Ukraine,East Europe,EUROPE,Mei,2020,275
Ukraine,East Europe,EUROPE,Juni,2020,193
Ukraine,East Europe,EUROPE,Juli,2020,68
Ukraine,East Europe,EUROPE,Agustus,2020,131
Ukraine,East Europe,EUROPE,September,2020,98
Ukraine,East Europe,EUROPE,Oktober,2020,175
Ukraine,East Europe,EUROPE,November,2020,359
Ukraine,East Europe,EUROPE,Desember,2020,949
Yunani,East Europe,EUROPE,Januari,2020,817
Yunani,East Europe,EUROPE,Februari,2020,643
Yunani,East Europe,EUROPE,Maret,2020,245
Yunani,East Europe,EUROPE,April,2020,19
Yunani,East Europe,EUROPE,Mei,2020,37
Yunani,East Europe,EUROPE,Juni,2020,38
Yunani,East Europe,EUROPE,Juli,2020,22
Yunani,East Europe,EUROPE,Agustus,2020,28
Yunani,East Europe,EUROPE,September,2020,32
Yunani,East Europe,EUROPE,Oktober,2020,55
Yunani,East Europe,EUROPE,November,2020,46
Yunani,East Europe,EUROPE,Desember,2020,65
Other East Europe,East Europe,EUROPE,Januari,2020,1
Other East Europe,East Europe,EUROPE,Februari,2020,2
Other East Europe,East Europe,EUROPE,Maret,2020,0
Other East Europe,East Europe,EUROPE,April,2020,0
Other East Europe,East Europe,EUROPE,Mei,2020,0
Other East Europe,East Europe,EUROPE,Juni,2020,0
Other East Europe,East Europe,EUROPE,Juli,2020,0
Other East Europe,East Europe,EUROPE,Agustus,2020,0
Other East Europe,East Europe,EUROPE,September,2020,0
Other East Europe,East Europe,EUROPE,Oktober,2020,0
Other East Europe,East Europe,EUROPE,November,2020,0
Other East Europe,East Europe,EUROPE,Desember,2020,1
United States of America,America,AMERICA,Januari,2020,33800
United States of America,America,AMERICA,Februari,2020,28677
United States of America,America,AMERICA,Maret,2020,13719
United States of America,America,AMERICA,April,2020,1118
United States of America,America,AMERICA,Mei,2020,1022
United States of America,America,AMERICA,Juni,2020,1070
United States of America,America,AMERICA,Juli,2020,1363
United States of America,America,AMERICA,Agustus,2020,1740
United States of America,America,AMERICA,September,2020,1464
United States of America,America,AMERICA,Oktober,2020,3054
United States of America,America,AMERICA,November,2020,2401
United States of America,America,AMERICA,Desember,2020,2354
Canada,America,AMERICA,Januari,2020,9402
Canada,America,AMERICA,Februari,2020,9127
Canada,America,AMERICA,Maret,2020,3804
Canada,America,AMERICA,April,2020,53
Canada,America,AMERICA,Mei,2020,82
Canada,America,AMERICA,Juni,2020,86
Canada,America,AMERICA,Juli,2020,53
Canada,America,AMERICA,Agustus,2020,57
Canada,America,AMERICA,September,2020,54
Canada,America,AMERICA,Oktober,2020,105
Canada,America,AMERICA,November,2020,187
Canada,America,AMERICA,Desember,2020,190
Belize,Central America,AMERICA,Januari,2020,9
Belize,Central America,AMERICA,Februari,2020,2
Belize,Central America,AMERICA,Maret,2020,0
Belize,Central America,AMERICA,April,2020,0
Belize,Central America,AMERICA,Mei,2020,0
Belize,Central America,AMERICA,Juni,2020,0
Belize,Central America,AMERICA,Juli,2020,0
Belize,Central America,AMERICA,Agustus,2020,0
Belize,Central America,AMERICA,September,2020,0
Belize,Central America,AMERICA,Oktober,2020,0
Belize,Central America,AMERICA,November,2020,0
Belize,Central America,AMERICA,Desember,2020,0
Costarika,Central America,AMERICA,Januari,2020,86
Costarika,Central America,AMERICA,Februari,2020,55
Costarika,Central America,AMERICA,Maret,2020,36
Costarika,Central America,AMERICA,April,2020,0
Costarika,Central America,AMERICA,Mei,2020,0
Costarika,Central America,AMERICA,Juni,2020,0
Costarika,Central America,AMERICA,Juli,2020,0
Costarika,Central America,AMERICA,Agustus,2020,0
Costarika,Central America,AMERICA,September,2020,0
Costarika,Central America,AMERICA,Oktober,2020,3
Costarika,Central America,AMERICA,November,2020,0
Costarika,Central America,AMERICA,Desember,2020,0
El Salvador,Central America,AMERICA,Januari,2020,25
El Salvador,Central America,AMERICA,Februari,2020,19
El Salvador,Central America,AMERICA,Maret,2020,3
El Salvador,Central America,AMERICA,April,2020,0
El Salvador,Central America,AMERICA,Mei,2020,0
El Salvador,Central America,AMERICA,Juni,2020,0
El Salvador,Central America,AMERICA,Juli,2020,0
El Salvador,Central America,AMERICA,Agustus,2020,0
El Salvador,Central America,AMERICA,September,2020,0
El Salvador,Central America,AMERICA,Oktober,2020,0
El Salvador,Central America,AMERICA,November,2020,0
El Salvador,Central America,AMERICA,Desember,2020,1
Guatemala,Central America,AMERICA,Januari,2020,33
Guatemala,Central America,AMERICA,Februari,2020,21
Guatemala,Central America,AMERICA,Maret,2020,10
Guatemala,Central America,AMERICA,April,2020,0
Guatemala,Central America,AMERICA,Mei,2020,0
Guatemala,Central America,AMERICA,Juni,2020,0
Guatemala,Central America,AMERICA,Juli,2020,0
Guatemala,Central America,AMERICA,Agustus,2020,0
Guatemala,Central America,AMERICA,September,2020,0
Guatemala,Central America,AMERICA,Oktober,2020,1
Guatemala,Central America,AMERICA,November,2020,2
Guatemala,Central America,AMERICA,Desember,2020,0
Honduras,Central America,AMERICA,Januari,2020,45
Honduras,Central America,AMERICA,Februari,2020,28
Honduras,Central America,AMERICA,Maret,2020,10
Honduras,Central America,AMERICA,April,2020,1
Honduras,Central America,AMERICA,Mei,2020,1
Honduras,Central America,AMERICA,Juni,2020,0
Honduras,Central America,AMERICA,Juli,2020,0
Honduras,Central America,AMERICA,Agustus,2020,0
Honduras,Central America,AMERICA,September,2020,0
Honduras,Central America,AMERICA,Oktober,2020,0
Honduras,Central America,AMERICA,November,2020,0
Honduras,Central America,AMERICA,Desember,2020,2
Nicaragua,Central America,AMERICA,Januari,2020,9
Nicaragua,Central America,AMERICA,Februari,2020,5
Nicaragua,Central America,AMERICA,Maret,2020,6
Nicaragua,Central America,AMERICA,April,2020,0
Nicaragua,Central America,AMERICA,Mei,2020,0
Nicaragua,Central America,AMERICA,Juni,2020,1
Nicaragua,Central America,AMERICA,Juli,2020,1
Nicaragua,Central America,AMERICA,Agustus,2020,6
Nicaragua,Central America,AMERICA,September,2020,0
Nicaragua,Central America,AMERICA,Oktober,2020,0
Nicaragua,Central America,AMERICA,November,2020,1
Nicaragua,Central America,AMERICA,Desember,2020,1
Panama,Central America,AMERICA,Januari,2020,47
Panama,Central America,AMERICA,Februari,2020,29
Panama,Central America,AMERICA,Maret,2020,14
Panama,Central America,AMERICA,April,2020,2
Panama,Central America,AMERICA,Mei,2020,2
Panama,Central America,AMERICA,Juni,2020,2
Panama,Central America,AMERICA,Juli,2020,1
Panama,Central America,AMERICA,Agustus,2020,1
Panama,Central America,AMERICA,September,2020,3
Panama,Central America,AMERICA,Oktober,2020,2
Panama,Central America,AMERICA,November,2020,2
Panama,Central America,AMERICA,Desember,2020,1
Argentina,South America,AMERICA,Januari,2020,1227
Argentina,South America,AMERICA,Februari,2020,1128
Argentina,South America,AMERICA,Maret,2020,661
Argentina,South America,AMERICA,April,2020,2
Argentina,South America,AMERICA,Mei,2020,1
Argentina,South America,AMERICA,Juni,2020,1
Argentina,South America,AMERICA,Juli,2020,4
Argentina,South America,AMERICA,Agustus,2020,4
Argentina,South America,AMERICA,September,2020,2
Argentina,South America,AMERICA,Oktober,2020,8
Argentina,South America,AMERICA,November,2020,13
Argentina,South America,AMERICA,Desember,2020,15
Bolivia,South America,AMERICA,Januari,2020,44
Bolivia,South America,AMERICA,Februari,2020,33
Bolivia,South America,AMERICA,Maret,2020,14
Bolivia,South America,AMERICA,April,2020,0
Bolivia,South America,AMERICA,Mei,2020,0
Bolivia,South America,AMERICA,Juni,2020,0
Bolivia,South America,AMERICA,Juli,2020,0
Bolivia,South America,AMERICA,Agustus,2020,0
Bolivia,South America,AMERICA,September,2020,0
Bolivia,South America,AMERICA,Oktober,2020,1
Bolivia,South America,AMERICA,November,2020,0
Bolivia,South America,AMERICA,Desember,2020,1
Brazilia,South America,AMERICA,Januari,2020,2420
Brazilia,South America,AMERICA,Februari,2020,1827
Brazilia,South America,AMERICA,Maret,2020,1095
Brazilia,South America,AMERICA,April,2020,28
Brazilia,South America,AMERICA,Mei,2020,31
Brazilia,South America,AMERICA,Juni,2020,35
Brazilia,South America,AMERICA,Juli,2020,47
Brazilia,South America,AMERICA,Agustus,2020,69
Brazilia,South America,AMERICA,September,2020,89
Brazilia,South America,AMERICA,Oktober,2020,127
Brazilia,South America,AMERICA,November,2020,99
Brazilia,South America,AMERICA,Desember,2020,78
Chili,South America,AMERICA,Januari,2020,830
Chili,South America,AMERICA,Februari,2020,1255
Chili,South America,AMERICA,Maret,2020,493
Chili,South America,AMERICA,April,2020,8
Chili,South America,AMERICA,Mei,2020,1
Chili,South America,AMERICA,Juni,2020,1
Chili,South America,AMERICA,Juli,2020,2
Chili,South America,AMERICA,Agustus,2020,1
Chili,South America,AMERICA,September,2020,3
Chili,South America,AMERICA,Oktober,2020,2
Chili,South America,AMERICA,November,2020,6
Chili,South America,AMERICA,Desember,2020,13
Ekuador,South America,AMERICA,Januari,2020,125
Ekuador,South America,AMERICA,Februari,2020,74
Ekuador,South America,AMERICA,Maret,2020,26
Ekuador,South America,AMERICA,April,2020,0
Ekuador,South America,AMERICA,Mei,2020,1
Ekuador,South America,AMERICA,Juni,2020,1
Ekuador,South America,AMERICA,Juli,2020,1
Ekuador,South America,AMERICA,Agustus,2020,0
Ekuador,South America,AMERICA,September,2020,3
Ekuador,South America,AMERICA,Oktober,2020,0
Ekuador,South America,AMERICA,November,2020,4
Ekuador,South America,AMERICA,Desember,2020,1
Falkland Islands,South America,AMERICA,Januari,2020,0
Falkland Islands,South America,AMERICA,Februari,2020,0
Falkland Islands,South America,AMERICA,Maret,2020,0
Falkland Islands,South America,AMERICA,April,2020,0
Falkland Islands,South America,AMERICA,Mei,2020,0
Falkland Islands,South America,AMERICA,Juni,2020,0
Falkland Islands,South America,AMERICA,Juli,2020,0
Falkland Islands,South America,AMERICA,Agustus,2020,0
Falkland Islands,South America,AMERICA,September,2020,0
Falkland Islands,South America,AMERICA,Oktober,2020,0
Falkland Islands,South America,AMERICA,November,2020,0
Falkland Islands,South America,AMERICA,Desember,2020,0
Guiana,South America,AMERICA,Januari,2020,2
Guiana,South America,AMERICA,Februari,2020,0
Guiana,South America,AMERICA,Maret,2020,0
Guiana,South America,AMERICA,April,2020,0
Guiana,South America,AMERICA,Mei,2020,0
Guiana,South America,AMERICA,Juni,2020,0
Guiana,South America,AMERICA,Juli,2020,0
Guiana,South America,AMERICA,Agustus,2020,0
Guiana,South America,AMERICA,September,2020,0
Guiana,South America,AMERICA,Oktober,2020,0
Guiana,South America,AMERICA,November,2020,0
Guiana,South America,AMERICA,Desember,2020,0
Guyana,South America,AMERICA,Januari,2020,6
Guyana,South America,AMERICA,Februari,2020,5
Guyana,South America,AMERICA,Maret,2020,5
Guyana,South America,AMERICA,April,2020,0
Guyana,South America,AMERICA,Mei,2020,0
Guyana,South America,AMERICA,Juni,2020,0
Guyana,South America,AMERICA,Juli,2020,0
Guyana,South America,AMERICA,Agustus,2020,0
Guyana,South America,AMERICA,September,2020,0
Guyana,South America,AMERICA,Oktober,2020,0
Guyana,South America,AMERICA,November,2020,0
Guyana,South America,AMERICA,Desember,2020,1
Kolombia,South America,AMERICA,Januari,2020,583
Kolombia,South America,AMERICA,Februari,2020,450
Kolombia,South America,AMERICA,Maret,2020,264
Kolombia,South America,AMERICA,April,2020,2
Kolombia,South America,AMERICA,Mei,2020,0
Kolombia,South America,AMERICA,Juni,2020,1
Kolombia,South America,AMERICA,Juli,2020,0
Kolombia,South America,AMERICA,Agustus,2020,0
Kolombia,South America,AMERICA,September,2020,1
Kolombia,South America,AMERICA,Oktober,2020,2
Kolombia,South America,AMERICA,November,2020,11
Kolombia,South America,AMERICA,Desember,2020,10
Paraguay,South America,AMERICA,Januari,2020,30
Paraguay,South America,AMERICA,Februari,2020,17
Paraguay,South America,AMERICA,Maret,2020,9
Paraguay,South America,AMERICA,April,2020,0
Paraguay,South America,AMERICA,Mei,2020,0
Paraguay,South America,AMERICA,Juni,2020,0
Paraguay,South America,AMERICA,Juli,2020,0
Paraguay,South America,AMERICA,Agustus,2020,0
Paraguay,South America,AMERICA,September,2020,0
Paraguay,South America,AMERICA,Oktober,2020,0
Paraguay,South America,AMERICA,November,2020,1
Paraguay,South America,AMERICA,Desember,2020,0
Peru,South America,AMERICA,Januari,2020,235
Peru,South America,AMERICA,Februari,2020,223
Peru,South America,AMERICA,Maret,2020,103
Peru,South America,AMERICA,April,2020,9
Peru,South America,AMERICA,Mei,2020,2
Peru,South America,AMERICA,Juni,2020,0
Peru,South America,AMERICA,Juli,2020,7
Peru,South America,AMERICA,Agustus,2020,2
Peru,South America,AMERICA,September,2020,0
Peru,South America,AMERICA,Oktober,2020,2
Peru,South America,AMERICA,November,2020,5
Peru,South America,AMERICA,Desember,2020,6
Suriname,South America,AMERICA,Januari,2020,12
Suriname,South America,AMERICA,Februari,2020,15
Suriname,South America,AMERICA,Maret,2020,19
Suriname,South America,AMERICA,April,2020,1
Suriname,South America,AMERICA,Mei,2020,1
Suriname,South America,AMERICA,Juni,2020,0
Suriname,South America,AMERICA,Juli,2020,0
Suriname,South America,AMERICA,Agustus,2020,0
Suriname,South America,AMERICA,September,2020,0
Suriname,South America,AMERICA,Oktober,2020,0
Suriname,South America,AMERICA,November,2020,0
Suriname,South America,AMERICA,Desember,2020,0
Uruguay,South America,AMERICA,Januari,2020,115
Uruguay,South America,AMERICA,Februari,2020,220
Uruguay,South America,AMERICA,Maret,2020,498
Uruguay,South America,AMERICA,April,2020,0
Uruguay,South America,AMERICA,Mei,2020,1
Uruguay,South America,AMERICA,Juni,2020,1
Uruguay,South America,AMERICA,Juli,2020,2
Uruguay,South America,AMERICA,Agustus,2020,1
Uruguay,South America,AMERICA,September,2020,0
Uruguay,South America,AMERICA,Oktober,2020,1
Uruguay,South America,AMERICA,November,2020,3
Uruguay,South America,AMERICA,Desember,2020,3
Venezuela,South America,AMERICA,Januari,2020,118
Venezuela,South America,AMERICA,Februari,2020,100
Venezuela,South America,AMERICA,Maret,2020,52
Venezuela,South America,AMERICA,April,2020,1
Venezuela,South America,AMERICA,Mei,2020,2
Venezuela,South America,AMERICA,Juni,2020,1
Venezuela,South America,AMERICA,Juli,2020,3
Venezuela,South America,AMERICA,Agustus,2020,1
Venezuela,South America,AMERICA,September,2020,3
Venezuela,South America,AMERICA,Oktober,2020,4
Venezuela,South America,AMERICA,November,2020,8
Venezuela,South America,AMERICA,Desember,2020,7
Other America,America,AMERICA,Januari,2020,1439
Other America,America,AMERICA,Februari,2020,1182
Other America,America,AMERICA,Maret,2020,636
Other America,America,AMERICA,April,2020,3
Other America,America,AMERICA,Mei,2020,8
Other America,America,AMERICA,Juni,2020,10
Other America,America,AMERICA,Juli,2020,15
Other America,America,AMERICA,Agustus,2020,19
Other America,America,AMERICA,September,2020,21
Other America,America,AMERICA,Oktober,2020,27
Other America,America,AMERICA,November,2020,27
Other America,America,AMERICA,Desember,2020,32
Australia,Oceania,OCEANIA,Januari,2020,119242
Australia,Oceania,OCEANIA,Februari,2020,91037
Australia,Oceania,OCEANIA,Maret,2020,43734
Australia,Oceania,OCEANIA,April,2020,140
Australia,Oceania,OCEANIA,Mei,2020,102
Australia,Oceania,OCEANIA,Juni,2020,138
Australia,Oceania,OCEANIA,Juli,2020,202
Australia,Oceania,OCEANIA,Agustus,2020,159
Australia,Oceania,OCEANIA,September,2020,244
Australia,Oceania,OCEANIA,Oktober,2020,379
Australia,Oceania,OCEANIA,November,2020,377
Australia,Oceania,OCEANIA,Desember,2020,537
New Zealand,Oceania,OCEANIA,Januari,2020,8586
New Zealand,Oceania,OCEANIA,Februari,2020,7250
New Zealand,Oceania,OCEANIA,Maret,2020,3817
New Zealand,Oceania,OCEANIA,April,2020,8
New Zealand,Oceania,OCEANIA,Mei,2020,9
New Zealand,Oceania,OCEANIA,Juni,2020,15
New Zealand,Oceania,OCEANIA,Juli,2020,24
New Zealand,Oceania,OCEANIA,Agustus,2020,34
New Zealand,Oceania,OCEANIA,September,2020,36
New Zealand,Oceania,OCEANIA,Oktober,2020,52
New Zealand,Oceania,OCEANIA,November,2020,58
New Zealand,Oceania,OCEANIA,Desember,2020,58
Papua New Guinea,Oceania,OCEANIA,Januari,2020,7905
Papua New Guinea,Oceania,OCEANIA,Februari,2020,1252
Papua New Guinea,Oceania,OCEANIA,Maret,2020,1248
Papua New Guinea,Oceania,OCEANIA,April,2020,1021
Papua New Guinea,Oceania,OCEANIA,Mei,2020,1266
Papua New Guinea,Oceania,OCEANIA,Juni,2020,1263
Papua New Guinea,Oceania,OCEANIA,Juli,2020,1261
Papua New Guinea,Oceania,OCEANIA,Agustus,2020,987
Papua New Guinea,Oceania,OCEANIA,September,2020,742
Papua New Guinea,Oceania,OCEANIA,Oktober,2020,991
Papua New Guinea,Oceania,OCEANIA,November,2020,1514
Papua New Guinea,Oceania,OCEANIA,Desember,2020,1525
Fiji Islands,Oceania,OCEANIA,Januari,2020,133
Fiji Islands,Oceania,OCEANIA,Februari,2020,109
Fiji Islands,Oceania,OCEANIA,Maret,2020,40
Fiji Islands,Oceania,OCEANIA,April,2020,1
Fiji Islands,Oceania,OCEANIA,Mei,2020,42
