tahun,bulan,provinsi,nama_pintu_masuk,jenis_pintu_masuk,jumlah_kunjungan_wisman
2021,Juni,SULAWESI UTARA,Sam Ratulangi,Udara,2435
2021,Juni,SUMATERA BARAT,Minangkabau,Udara,0
2021,Juni,RIAU,Sultan Syarif Kasim II,Udara,88
2021,Juni,ACEH,Sultan Iskandar Muda,Udara,3
2021,Juni,JAWA TENGAH,Ahmad Yani,Udara,3
2021,Juni,KALIMANTAN BARAT,Supadio,Udara,0
2021,Juni,SULAWESI SELATAN,Hasanuddin,Udara,0
2021,Juni,SUMATERA SELATAN,Sultan Badaruddin II,Udara,0
2021,Juni,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,37
2021,Juni,KEP. RIAU,Batam,Laut,250
2021,Juni,KEP. RIAU,Tanjung Uban,Laut,20
2021,Juni,KEP. RIAU,Tanjung Pinang,Laut,0
2021,Juni,KEP. RIAU,Tanjung Balai Karimun,Laut,0
2021,Juni,BALI,Tanjung Benoa,Laut,0
2021,Juni,JAWA TENGAH,Tanjung Mas,Laut,0
2021,Juni,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,29659
2021,Juni,PAPUA,Jayapura,Darat,0
2021,Juni,NUSA TENGGARA TIMUR,Atambua,Darat,152
2021,Juni,KALIMANTAN BARAT,Entikong,Darat,0
2021,Juni,KALIMANTAN BARAT,Aruk,Darat,0
2021,Juni,KALIMANTAN BARAT,Nanga Badau,Darat,0
2021,Juni,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,80529
2021,Juli,BALI,Ngurah Rai,Udara,0
2021,Juli,DKI JAKARTA,Soekarno-Hatta,Udara,5466
2021,Juli,JAWA TIMUR,Juanda,Udara,52
2021,Juli,SUMATERA UTARA,Kualanamu,Udara,28
2021,Juli,JAWA BARAT,Husein Sastranegara,Udara,0
2021,Juli,DI YOGYAKARTA,Adi Sucipto,Udara,0
2021,Juli,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,0
2021,Juli,SULAWESI UTARA,Sam Ratulangi,Udara,695
2021,Juli,SUMATERA BARAT,Minangkabau,Udara,0
2021,Juli,RIAU,Sultan Syarif Kasim II,Udara,0
2021,Juli,ACEH,Sultan Iskandar Muda,Udara,1
2021,Juli,JAWA TENGAH,Ahmad Yani,Udara,0
2021,Juli,KALIMANTAN BARAT,Supadio,Udara,0
2021,Juli,SULAWESI SELATAN,Hasanuddin,Udara,0
2021,Juli,SUMATERA SELATAN,Sultan Badaruddin II,Udara,804
2021,Juli,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,129
2021,Juli,KEP. RIAU,Batam,Laut,153
2021,Juli,KEP. RIAU,Tanjung Uban,Laut,0
2021,Juli,KEP. RIAU,Tanjung Pinang,Laut,0
2021,Juli,KEP. RIAU,Tanjung Balai Karimun,Laut,0
2021,Juli,BALI,Tanjung Benoa,Laut,0
2021,Juli,JAWA TENGAH,Tanjung Mas,Laut,0
2021,Juli,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,35358
2021,Juli,PAPUA,Jayapura,Darat,0
2021,Juli,NUSA TENGGARA TIMUR,Atambua,Darat,12
2021,Juli,KALIMANTAN BARAT,Entikong,Darat,1
2021,Juli,KALIMANTAN BARAT,Aruk,Darat,1
2021,Juli,KALIMANTAN BARAT,Nanga Badau,Darat,0
2021,Juli,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,84549
2021,Agustus,BALI,Ngurah Rai,Udara,0
2021,Agustus,DKI JAKARTA,Soekarno-Hatta,Udara,1071
2021,Agustus,JAWA TIMUR,Juanda,Udara,10
2021,Agustus,SUMATERA UTARA,Kualanamu,Udara,4
2021,Agustus,JAWA BARAT,Husein Sastranegara,Udara,0
2021,Agustus,DI YOGYAKARTA,Adi Sucipto,Udara,0
2021,Agustus,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,26
2021,Agustus,SULAWESI UTARA,Sam Ratulangi,Udara,5
2021,Agustus,SUMATERA BARAT,Minangkabau,Udara,0
2021,Agustus,RIAU,Sultan Syarif Kasim II,Udara,0
2021,Agustus,ACEH,Sultan Iskandar Muda,Udara,0
2021,Agustus,JAWA TENGAH,Ahmad Yani,Udara,0
2021,Agustus,KALIMANTAN BARAT,Supadio,Udara,0
2021,Agustus,SULAWESI SELATAN,Hasanuddin,Udara,0
2021,Agustus,SUMATERA SELATAN,Sultan Badaruddin II,Udara,477
2021,Agustus,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,16
2021,Agustus,KEP. RIAU,Batam,Laut,149
2021,Agustus,KEP. RIAU,Tanjung Uban,Laut,0
2021,Agustus,KEP. RIAU,Tanjung Pinang,Laut,0
2021,Agustus,KEP. RIAU,Tanjung Balai Karimun,Laut,0
2021,Agustus,BALI,Tanjung Benoa,Laut,0
2021,Agustus,JAWA TENGAH,Tanjung Mas,Laut,0
2021,Agustus,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,33348
2021,Agustus,PAPUA,Jayapura,Darat,0
2021,Agustus,NUSA TENGGARA TIMUR,Atambua,Darat,12
2021,Agustus,KALIMANTAN BARAT,Entikong,Darat,0
2021,Agustus,KALIMANTAN BARAT,Aruk,Darat,0
2021,Agustus,KALIMANTAN BARAT,Nanga Badau,Darat,0
2021,Agustus,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,83415
2021,September,BALI,Ngurah Rai,Udara,0
2021,September,DKI JAKARTA,Soekarno-Hatta,Udara,4081
2021,September,JAWA TIMUR,Juanda,Udara,2
2021,September,SUMATERA UTARA,Kualanamu,Udara,3
2021,September,JAWA BARAT,Husein Sastranegara,Udara,0
2021,September,DI YOGYAKARTA,Adi Sucipto,Udara,0
2021,September,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,0
2021,September,SULAWESI UTARA,Sam Ratulangi,Udara,593
2021,September,SUMATERA BARAT,Minangkabau,Udara,0
2021,September,RIAU,Sultan Syarif Kasim II,Udara,0
2021,September,ACEH,Sultan Iskandar Muda,Udara,0
2021,September,JAWA TENGAH,Ahmad Yani,Udara,0
2021,September,KALIMANTAN BARAT,Supadio,Udara,0
2021,September,SULAWESI SELATAN,Hasanuddin,Udara,0
2021,September,SUMATERA SELATAN,Sultan Badaruddin II,Udara,0
2021,September,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,69
2021,September,KEP. RIAU,Batam,Laut,129
2021,September,KEP. RIAU,Tanjung Uban,Laut,0
2021,September,KEP. RIAU,Tanjung Pinang,Laut,0
2021,September,KEP. RIAU,Tanjung Balai Karimun,Laut,0
2021,September,BALI,Tanjung Benoa,Laut,0
2021,September,JAWA TENGAH,Tanjung Mas,Laut,0
2021,September,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,33268
2021,September,PAPUA,Jayapura,Darat,3
2021,September,NUSA TENGGARA TIMUR,Atambua,Darat,73
2021,September,KALIMANTAN BARAT,Entikong,Darat,0
2021,September,KALIMANTAN BARAT,Aruk,Darat,0
2021,September,KALIMANTAN BARAT,Nanga Badau,Darat,0
2021,September,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,81879
2021,Oktober,BALI,Ngurah Rai,Udara,2
2021,Oktober,DKI JAKARTA,Soekarno-Hatta,Udara,13700
2021,Oktober,JAWA TIMUR,Juanda,Udara,37
2021,Oktober,SUMATERA UTARA,Kualanamu,Udara,0
2021,Oktober,JAWA BARAT,Husein Sastranegara,Udara,0
2021,Oktober,DI YOGYAKARTA,Adi Sucipto,Udara,0
2021,Oktober,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,0
2021,Oktober,SULAWESI UTARA,Sam Ratulangi,Udara,1952
2021,Oktober,SUMATERA BARAT,Minangkabau,Udara,0
2021,Oktober,RIAU,Sultan Syarif Kasim II,Udara,0
2021,Oktober,ACEH,Sultan Iskandar Muda,Udara,0
2021,Oktober,JAWA TENGAH,Ahmad Yani,Udara,0
2021,Oktober,KALIMANTAN BARAT,Supadio,Udara,0
2021,Oktober,SULAWESI SELATAN,Hasanuddin,Udara,0
2021,Oktober,SUMATERA SELATAN,Sultan Badaruddin II,Udara,0
2021,Oktober,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,31
2021,Oktober,KEP. RIAU,Batam,Laut,158
2021,Oktober,KEP. RIAU,Tanjung Uban,Laut,0
2021,Oktober,KEP. RIAU,Tanjung Pinang,Laut,0
2021,Oktober,KEP. RIAU,Tanjung Balai Karimun,Laut,0
2021,Oktober,BALI,Tanjung Benoa,Laut,0
2021,Oktober,JAWA TENGAH,Tanjung Mas,Laut,0
2021,Oktober,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,38087
2021,Oktober,PAPUA,Jayapura,Darat,0
2021,Oktober,NUSA TENGGARA TIMUR,Atambua,Darat,64
2021,Oktober,KALIMANTAN BARAT,Entikong,Darat,0
2021,Oktober,KALIMANTAN BARAT,Aruk,Darat,1
2021,Oktober,KALIMANTAN BARAT,Nanga Badau,Darat,0
2021,Oktober,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,92105
2021,November,BALI,Ngurah Rai,Udara,6
2021,November,DKI JAKARTA,Soekarno-Hatta,Udara,18971
2021,November,JAWA TIMUR,Juanda,Udara,0
2021,November,SUMATERA UTARA,Kualanamu,Udara,0
2021,November,JAWA BARAT,Husein Sastranegara,Udara,6
2021,November,DI YOGYAKARTA,Adi Sucipto,Udara,0
2021,November,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,0
2021,November,SULAWESI UTARA,Sam Ratulangi,Udara,851
2021,November,SUMATERA BARAT,Minangkabau,Udara,0
2021,November,RIAU,Sultan Syarif Kasim II,Udara,0
2021,November,ACEH,Sultan Iskandar Muda,Udara,0
2021,November,JAWA TENGAH,Ahmad Yani,Udara,0
2021,November,KALIMANTAN BARAT,Supadio,Udara,0
2021,November,SULAWESI SELATAN,Hasanuddin,Udara,0
2021,November,SUMATERA SELATAN,Sultan Badaruddin II,Udara,0
2021,November,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,75
2021,November,KEP. RIAU,Batam,Laut,234
2021,November,KEP. RIAU,Tanjung Uban,Laut,51
2021,November,KEP. RIAU,Tanjung Pinang,Laut,0
2021,November,KEP. RIAU,Tanjung Balai Karimun,Laut,0
2021,November,BALI,Tanjung Benoa,Laut,0
2021,November,JAWA TENGAH,Tanjung Mas,Laut,0
2021,November,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,32456
2021,November,PAPUA,Jayapura,Darat,0
2021,November,NUSA TENGGARA TIMUR,Atambua,Darat,142
2021,November,KALIMANTAN BARAT,Entikong,Darat,2
2021,November,KALIMANTAN BARAT,Aruk,Darat,3
2021,November,KALIMANTAN BARAT,Nanga Badau,Darat,0
2021,November,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,97780
2021,Desember,BALI,Ngurah Rai,Udara,0
2021,Desember,DKI JAKARTA,Soekarno-Hatta,Udara,16696
2021,Desember,JAWA TIMUR,Juanda,Udara,0
2021,Desember,SUMATERA UTARA,Kualanamu,Udara,0
2021,Desember,JAWA BARAT,Husein Sastranegara,Udara,0
2021,Desember,DI YOGYAKARTA,Adi Sucipto,Udara,0
2021,Desember,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,0
2021,Desember,SULAWESI UTARA,Sam Ratulangi,Udara,1035
2021,Desember,SUMATERA BARAT,Minangkabau,Udara,0
2021,Desember,RIAU,Sultan Syarif Kasim II,Udara,0
2021,Desember,ACEH,Sultan Iskandar Muda,Udara,2
2021,Desember,JAWA TENGAH,Ahmad Yani,Udara,0
2021,Desember,KALIMANTAN BARAT,Supadio,Udara,0
2021,Desember,SULAWESI SELATAN,Hasanuddin,Udara,0
2021,Desember,SUMATERA SELATAN,Sultan Badaruddin II,Udara,0
2021,Desember,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,53
2021,Desember,KEP. RIAU,Batam,Laut,313
2021,Desember,KEP. RIAU,Tanjung Uban,Laut,77
2021,Desember,KEP. RIAU,Tanjung Pinang,Laut,154
2021,Desember,KEP. RIAU,Tanjung Balai Karimun,Laut,0
2021,Desember,BALI,Tanjung Benoa,Laut,0
2021,Desember,JAWA TENGAH,Tanjung Mas,Laut,0
2021,Desember,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,38686
2021,Desember,PAPUA,Jayapura,Darat,3
2021,Desember,NUSA TENGGARA TIMUR,Atambua,Darat,184
2021,Desember,KALIMANTAN BARAT,Entikong,Darat,10
2021,Desember,KALIMANTAN BARAT,Aruk,Darat,2
2021,Desember,KALIMANTAN BARAT,Nanga Badau,Darat,0
2021,Desember,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,106404
2020,Januari,BALI,Ngurah Rai,Udara,533392
2020,Januari,DKI JAKARTA,Soekarno-Hatta,Udara,186793
2020,Januari,JAWA TIMUR,Juanda,Udara,17119
2020,Januari,SUMATERA UTARA,Kualanamu,Udara,19419
2020,Januari,JAWA BARAT,Husein Sastranegara,Udara,12882
2020,Januari,DI YOGYAKARTA,Adi Sucipto,Udara,8386
2020,Januari,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,6331
2020,Januari,SULAWESI UTARA,Sam Ratulangi,Udara,12517
2020,Januari,SUMATERA BARAT,Minangkabau,Udara,4616
2020,Januari,RIAU,Sultan Syarif Kasim II,Udara,3212
2020,Januari,ACEH,Sultan Iskandar Muda,Udara,3976
2020,Januari,JAWA TENGAH,Ahmad Yani,Udara,2239
2020,Januari,KALIMANTAN BARAT,Supadio,Udara,1879
2020,Januari,SULAWESI SELATAN,Hasanuddin,Udara,1338
2020,Januari,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1263
2020,Januari,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,6489
2020,Januari,KEP. RIAU,Batam,Laut,154464
2020,Januari,KEP. RIAU,Tanjung Uban,Laut,41252
2020,Januari,KEP. RIAU,Tanjung Pinang,Laut,14021
2020,Januari,KEP. RIAU,Tanjung Balai Karimun,Laut,10828
2020,Januari,BALI,Tanjung Benoa,Laut,3214
2020,Januari,JAWA TENGAH,Tanjung Mas,Laut,0
2020,Januari,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,89762
2020,Januari,PAPUA,Jayapura,Darat,5671
2020,Januari,NUSA TENGGARA TIMUR,Atambua,Darat,12640
2020,Januari,KALIMANTAN BARAT,Entikong,Darat,2177
2020,Januari,KALIMANTAN BARAT,Aruk,Darat,2834
2020,Januari,KALIMANTAN BARAT,Nanga Badau,Darat,1213
2020,Januari,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,130484
2020,Februari,BALI,Ngurah Rai,Udara,358929
2020,Februari,DKI JAKARTA,Soekarno-Hatta,Udara,132490
2020,Februari,JAWA TIMUR,Juanda,Udara,11706
2020,Februari,SUMATERA UTARA,Kualanamu,Udara,14309
2020,Februari,JAWA BARAT,Husein Sastranegara,Udara,12494
2020,Februari,DI YOGYAKARTA,Adi Sucipto,Udara,7101
2020,Februari,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,4224
2020,Februari,SULAWESI UTARA,Sam Ratulangi,Udara,928
2020,Februari,SUMATERA BARAT,Minangkabau,Udara,4111
2020,Februari,RIAU,Sultan Syarif Kasim II,Udara,2378
2020,Februari,ACEH,Sultan Iskandar Muda,Udara,3978
2020,Februari,JAWA TENGAH,Ahmad Yani,Udara,1769
2020,Februari,KALIMANTAN BARAT,Supadio,Udara,1780
2020,Februari,SULAWESI SELATAN,Hasanuddin,Udara,1227
2020,Februari,SUMATERA SELATAN,Sultan Badaruddin II,Udara,851
2020,Februari,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,3875
2020,Februari,KEP. RIAU,Batam,Laut,94684
2020,Februari,KEP. RIAU,Tanjung Uban,Laut,18230
2020,Februari,KEP. RIAU,Tanjung Pinang,Laut,4849
2020,Februari,KEP. RIAU,Tanjung Balai Karimun,Laut,7444
2020,Februari,BALI,Tanjung Benoa,Laut,5710
2020,Februari,JAWA TENGAH,Tanjung Mas,Laut,0
2020,Februari,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,61687
2020,Februari,PAPUA,Jayapura,Darat,0
2020,Februari,NUSA TENGGARA TIMUR,Atambua,Darat,7124
2020,Februari,KALIMANTAN BARAT,Entikong,Darat,1746
2020,Februari,KALIMANTAN BARAT,Aruk,Darat,2330
2020,Februari,KALIMANTAN BARAT,Nanga Badau,Darat,989
2020,Februari,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,105822
2020,Maret,BALI,Ngurah Rai,Udara,166388
2020,Maret,DKI JAKARTA,Soekarno-Hatta,Udara,53124
2020,Maret,JAWA TIMUR,Juanda,Udara,5765
2020,Maret,SUMATERA UTARA,Kualanamu,Udara,7334
2020,Maret,JAWA BARAT,Husein Sastranegara,Udara,5780
2020,Maret,DI YOGYAKARTA,Adi Sucipto,Udara,3159
2020,Maret,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,1954
2020,Maret,SULAWESI UTARA,Sam Ratulangi,Udara,566
2020,Maret,SUMATERA BARAT,Minangkabau,Udara,2530
2020,Maret,RIAU,Sultan Syarif Kasim II,Udara,1241
2020,Maret,ACEH,Sultan Iskandar Muda,Udara,2390
2020,Maret,JAWA TENGAH,Ahmad Yani,Udara,932
2020,Maret,KALIMANTAN BARAT,Supadio,Udara,818
2020,Maret,SULAWESI SELATAN,Hasanuddin,Udara,1032
2020,Maret,SUMATERA SELATAN,Sultan Badaruddin II,Udara,449
2020,Maret,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,1605
2020,Maret,KEP. RIAU,Batam,Laut,43853
2020,Maret,KEP. RIAU,Tanjung Uban,Laut,5047
2020,Maret,KEP. RIAU,Tanjung Pinang,Laut,2623
2020,Maret,KEP. RIAU,Tanjung Balai Karimun,Laut,3552
2020,Maret,BALI,Tanjung Benoa,Laut,1071
2020,Maret,JAWA TENGAH,Tanjung Mas,Laut,0
2020,Maret,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,55177
2020,Maret,PAPUA,Jayapura,Darat,0
2020,Maret,NUSA TENGGARA TIMUR,Atambua,Darat,3955
2020,Maret,KALIMANTAN BARAT,Entikong,Darat,833
2020,Maret,KALIMANTAN BARAT,Aruk,Darat,937
2020,Maret,KALIMANTAN BARAT,Nanga Badau,Darat,610
2020,Maret,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,113430
2020,April,BALI,Ngurah Rai,Udara,273
2020,April,DKI JAKARTA,Soekarno-Hatta,Udara,420
2020,April,JAWA TIMUR,Juanda,Udara,25
2020,April,SUMATERA UTARA,Kualanamu,Udara,10
2020,April,JAWA BARAT,Husein Sastranegara,Udara,0
2020,April,DI YOGYAKARTA,Adi Sucipto,Udara,0
2020,April,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,10
2020,April,SULAWESI UTARA,Sam Ratulangi,Udara,0
2020,April,SUMATERA BARAT,Minangkabau,Udara,0
2020,April,RIAU,Sultan Syarif Kasim II,Udara,0
2020,April,ACEH,Sultan Iskandar Muda,Udara,1
2020,April,JAWA TENGAH,Ahmad Yani,Udara,3
2020,April,KALIMANTAN BARAT,Supadio,Udara,0
2020,April,SULAWESI SELATAN,Hasanuddin,Udara,0
2020,April,SUMATERA SELATAN,Sultan Badaruddin II,Udara,0
2020,April,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,41
2020,April,KEP. RIAU,Batam,Laut,230
2020,April,KEP. RIAU,Tanjung Uban,Laut,63
2020,April,KEP. RIAU,Tanjung Pinang,Laut,106
2020,April,KEP. RIAU,Tanjung Balai Karimun,Laut,6
2020,April,BALI,Tanjung Benoa,Laut,106
2020,April,JAWA TENGAH,Tanjung Mas,Laut,0
2020,April,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,44547
2020,April,PAPUA,Jayapura,Darat,0
2020,April,NUSA TENGGARA TIMUR,Atambua,Darat,2
2020,April,KALIMANTAN BARAT,Entikong,Darat,5
2020,April,KALIMANTAN BARAT,Aruk,Darat,19
2020,April,KALIMANTAN BARAT,Nanga Badau,Darat,0
2020,April,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,112199
2020,Mei,BALI,Ngurah Rai,Udara,34
2020,Mei,DKI JAKARTA,Soekarno-Hatta,Udara,396
2020,Mei,JAWA TIMUR,Juanda,Udara,12
2020,Mei,SUMATERA UTARA,Kualanamu,Udara,1
2020,Mei,JAWA BARAT,Husein Sastranegara,Udara,0
2020,Mei,DI YOGYAKARTA,Adi Sucipto,Udara,0
2020,Mei,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,0
2020,Mei,SULAWESI UTARA,Sam Ratulangi,Udara,0
2020,Mei,SUMATERA BARAT,Minangkabau,Udara,0
2020,Mei,RIAU,Sultan Syarif Kasim II,Udara,0
2020,Mei,ACEH,Sultan Iskandar Muda,Udara,0
2020,Mei,JAWA TENGAH,Ahmad Yani,Udara,0
2020,Mei,KALIMANTAN BARAT,Supadio,Udara,0
2020,Mei,SULAWESI SELATAN,Hasanuddin,Udara,0
2020,Mei,SUMATERA SELATAN,Sultan Badaruddin II,Udara,2
2020,Mei,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,61
2020,Mei,KEP. RIAU,Batam,Laut,214
2020,Mei,KEP. RIAU,Tanjung Uban,Laut,61
2020,Mei,KEP. RIAU,Tanjung Pinang,Laut,58
2020,Mei,KEP. RIAU,Tanjung Balai Karimun,Laut,0
2020,Mei,BALI,Tanjung Benoa,Laut,2
2020,Mei,JAWA TENGAH,Tanjung Mas,Laut,0
2020,Mei,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,46280
2020,Mei,PAPUA,Jayapura,Darat,0
2020,Mei,NUSA TENGGARA TIMUR,Atambua,Darat,2
2020,Mei,KALIMANTAN BARAT,Entikong,Darat,2
2020,Mei,KALIMANTAN BARAT,Aruk,Darat,23
2020,Mei,KALIMANTAN BARAT,Nanga Badau,Darat,0
2020,Mei,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,114694
2020,Juni,BALI,Ngurah Rai,Udara,10
2020,Juni,DKI JAKARTA,Soekarno-Hatta,Udara,909
2020,Juni,JAWA TIMUR,Juanda,Udara,97
2020,Juni,SUMATERA UTARA,Kualanamu,Udara,95
2020,Juni,JAWA BARAT,Husein Sastranegara,Udara,0
2020,Juni,DI YOGYAKARTA,Adi Sucipto,Udara,7
2020,Juni,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,19
2020,Juni,SULAWESI UTARA,Sam Ratulangi,Udara,267
2020,Juni,SUMATERA BARAT,Minangkabau,Udara,0
2020,Juni,RIAU,Sultan Syarif Kasim II,Udara,1
2020,Juni,ACEH,Sultan Iskandar Muda,Udara,0
2020,Juni,JAWA TENGAH,Ahmad Yani,Udara,0
2020,Juni,KALIMANTAN BARAT,Supadio,Udara,0
2020,Juni,SULAWESI SELATAN,Hasanuddin,Udara,0
2020,Juni,SUMATERA SELATAN,Sultan Badaruddin II,Udara,17
2020,Juni,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,41
2020,Juni,KEP. RIAU,Batam,Laut,94
2020,Juni,KEP. RIAU,Tanjung Uban,Laut,0
2020,Juni,KEP. RIAU,Tanjung Pinang,Laut,0
2020,Juni,KEP. RIAU,Tanjung Balai Karimun,Laut,0
2020,Juni,BALI,Tanjung Benoa,Laut,35
2020,Juni,JAWA TENGAH,Tanjung Mas,Laut,0
2020,Juni,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,46931
2020,Juni,PAPUA,Jayapura,Darat,0
2020,Juni,NUSA TENGGARA TIMUR,Atambua,Darat,0
2020,Juni,KALIMANTAN BARAT,Entikong,Darat,4
2020,Juni,KALIMANTAN BARAT,Aruk,Darat,64
2020,Juni,KALIMANTAN BARAT,Nanga Badau,Darat,0
2020,Juni,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,107970
2020,Juli,BALI,Ngurah Rai,Udara,16
2020,Juli,DKI JAKARTA,Soekarno-Hatta,Udara,3119
2020,Juli,JAWA TIMUR,Juanda,Udara,76
2020,Juli,SUMATERA UTARA,Kualanamu,Udara,68
2020,Juli,JAWA BARAT,Husein Sastranegara,Udara,0
2020,Juli,DI YOGYAKARTA,Adi Sucipto,Udara,0
2020,Juli,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,7
2020,Juli,SULAWESI UTARA,Sam Ratulangi,Udara,693
2020,Juli,SUMATERA BARAT,Minangkabau,Udara,0
2020,Juli,RIAU,Sultan Syarif Kasim II,Udara,0
2020,Juli,ACEH,Sultan Iskandar Muda,Udara,0
2020,Juli,JAWA TENGAH,Ahmad Yani,Udara,0
2020,Juli,KALIMANTAN BARAT,Supadio,Udara,0
2020,Juli,SULAWESI SELATAN,Hasanuddin,Udara,0
2020,Juli,SUMATERA SELATAN,Sultan Badaruddin II,Udara,0
2020,Juli,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,90
2020,Juli,KEP. RIAU,Batam,Laut,54
2020,Juli,KEP. RIAU,Tanjung Uban,Laut,0
2020,Juli,KEP. RIAU,Tanjung Pinang,Laut,0
2020,Juli,KEP. RIAU,Tanjung Balai Karimun,Laut,0
2020,Juli,BALI,Tanjung Benoa,Laut,0
2020,Juli,JAWA TENGAH,Tanjung Mas,Laut,0
2020,Juli,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,46888
2020,Juli,PAPUA,Jayapura,Darat,0
2020,Juli,NUSA TENGGARA TIMUR,Atambua,Darat,36
2020,Juli,KALIMANTAN BARAT,Entikong,Darat,26
2020,Juli,KALIMANTAN BARAT,Aruk,Darat,4
2020,Juli,KALIMANTAN BARAT,Nanga Badau,Darat,0
2020,Juli,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,104665
2020,Agustus,BALI,Ngurah Rai,Udara,12
2020,Agustus,DKI JAKARTA,Soekarno-Hatta,Udara,4469
2020,Agustus,JAWA TIMUR,Juanda,Udara,24
2020,Agustus,SUMATERA UTARA,Kualanamu,Udara,28
2020,Agustus,JAWA BARAT,Husein Sastranegara,Udara,0
2020,Agustus,DI YOGYAKARTA,Adi Sucipto,Udara,0
2020,Agustus,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,2
2020,Agustus,SULAWESI UTARA,Sam Ratulangi,Udara,912
2020,Agustus,SUMATERA BARAT,Minangkabau,Udara,0
2020,Agustus,RIAU,Sultan Syarif Kasim II,Udara,2
2020,Agustus,ACEH,Sultan Iskandar Muda,Udara,1
2020,Agustus,JAWA TENGAH,Ahmad Yani,Udara,0
2020,Agustus,KALIMANTAN BARAT,Supadio,Udara,0
2020,Agustus,SULAWESI SELATAN,Hasanuddin,Udara,0
2020,Agustus,SUMATERA SELATAN,Sultan Badaruddin II,Udara,15
2020,Agustus,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,263
2020,Agustus,KEP. RIAU,Batam,Laut,50
2020,Agustus,KEP. RIAU,Tanjung Uban,Laut,71
2020,Agustus,KEP. RIAU,Tanjung Pinang,Laut,0
2020,Agustus,KEP. RIAU,Tanjung Balai Karimun,Laut,0
2020,Agustus,BALI,Tanjung Benoa,Laut,0
2020,Agustus,JAWA TENGAH,Tanjung Mas,Laut,0
2020,Agustus,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,49421
2020,Agustus,PAPUA,Jayapura,Darat,2
2020,Agustus,NUSA TENGGARA TIMUR,Atambua,Darat,33
2020,Agustus,KALIMANTAN BARAT,Entikong,Darat,42
2020,Agustus,KALIMANTAN BARAT,Aruk,Darat,4
2020,Agustus,KALIMANTAN BARAT,Nanga Badau,Darat,0
2020,Agustus,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,106198
2020,September,BALI,Ngurah Rai,Udara,8
