tahun,bulan,provinsi,nama_pintu_masuk,jenis_pintu_masuk,jumlah_kunjungan_wisman
2019,November,JAWA TENGAH,Tanjung Mas,Laut,2202
2019,November,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,109792
2019,November,PAPUA,Jayapura,Darat,5006
2019,November,NUSA TENGGARA TIMUR,Atambua,Darat,9824
2019,November,KALIMANTAN BARAT,Entikong,Darat,1691
2019,November,KALIMANTAN BARAT,Aruk,Darat,1009
2019,November,KALIMANTAN BARAT,Nanga Badau,Darat,954
2019,November,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,126789
2019,Desember,BALI,Ngurah Rai,Udara,544726
2019,Desember,DKI JAKARTA,Soekarno-Hatta,Udara,186723
2019,Desember,JAWA TIMUR,Juanda,Udara,20546
2019,Desember,SUMATERA UTARA,Kualanamu,Udara,22431
2019,Desember,JAWA BARAT,Husein Sastranegara,Udara,14951
2019,Desember,DI YOGYAKARTA,Adi Sucipto,Udara,9795
2019,Desember,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,5499
2019,Desember,SULAWESI UTARA,Sam Ratulangi,Udara,10743
2019,Desember,SUMATERA BARAT,Minangkabau,Udara,5180
2019,Desember,RIAU,Sultan Syarif Kasim II,Udara,4042
2019,Desember,ACEH,Sultan Iskandar Muda,Udara,4012
2019,Desember,JAWA TENGAH,Ahmad Yani,Udara,2627
2019,Desember,KALIMANTAN BARAT,Supadio,Udara,1527
2019,Desember,SULAWESI SELATAN,Hasanuddin,Udara,1821
2019,Desember,SUMATERA SELATAN,Sultan Badaruddin II,Udara,762
2019,Desember,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,3593
2019,Desember,KEP. RIAU,Batam,Laut,190232
2019,Desember,KEP. RIAU,Tanjung Uban,Laut,59340
2019,Desember,KEP. RIAU,Tanjung Pinang,Laut,16426
2019,Desember,KEP. RIAU,Tanjung Balai Karimun,Laut,10916
2019,Desember,BALI,Tanjung Benoa,Laut,7677
2019,Desember,JAWA TENGAH,Tanjung Mas,Laut,5135
2019,Desember,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,98769
2019,Desember,PAPUA,Jayapura,Darat,6155
2019,Desember,NUSA TENGGARA TIMUR,Atambua,Darat,12561
2019,Desember,KALIMANTAN BARAT,Entikong,Darat,3177
2019,Desember,KALIMANTAN BARAT,Aruk,Darat,1708
2019,Desember,KALIMANTAN BARAT,Nanga Badau,Darat,1585
2019,Desember,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,124408
2018,Januari,BALI,Ngurah Rai,Udara,345191
2018,Januari,DKI JAKARTA,Soekarno-Hatta,Udara,210494
2018,Januari,JAWA TIMUR,Juanda,Udara,21532
2018,Januari,SUMATERA UTARA,Kualanamu,Udara,15656
2018,Januari,JAWA BARAT,Husein Sastranegara,Udara,11463
2018,Januari,DI YOGYAKARTA,Adi Sucipto,Udara,10849
2018,Januari,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,5986
2018,Januari,SULAWESI UTARA,Sam Ratulangi,Udara,8507
2018,Januari,SUMATERA BARAT,Minangkabau,Udara,3253
2018,Januari,RIAU,Sultan Syarif Kasim II,Udara,2129
2018,Januari,ACEH,Sultan Iskandar Muda,Udara,2802
2018,Januari,JAWA TENGAH,Ahmad Yani,Udara,1680
2018,Januari,KALIMANTAN BARAT,Supadio,Udara,1284
2018,Januari,SULAWESI SELATAN,Hasanuddin,Udara,832
2018,Januari,SUMATERA SELATAN,Sultan Badaruddin II,Udara,727
2018,Januari,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,792
2018,Januari,KEP. RIAU,Batam,Laut,115590
2018,Januari,KEP. RIAU,Tanjung Uban,Laut,26993
2018,Januari,KEP. RIAU,Tanjung Pinang,Laut,8753
2018,Januari,KEP. RIAU,Tanjung Balai Karimun,Laut,5689
2018,Januari,BALI,Tanjung Benoa,Laut,4626
2018,Januari,JAWA TENGAH,Tanjung Mas,Laut,2020
2018,Januari,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,56373
2018,Januari,PAPUA,Jayapura,Darat,12616
2018,Januari,NUSA TENGGARA TIMUR,Atambua,Darat,4601
2018,Januari,KALIMANTAN BARAT,Entikong,Darat,1534
2018,Januari,KALIMANTAN BARAT,Aruk,Darat,377
2018,Januari,KALIMANTAN BARAT,Nanga Badau,Darat,662
2018,Januari,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,214828
2018,Februari,BALI,Ngurah Rai,Udara,443805
2018,Februari,DKI JAKARTA,Soekarno-Hatta,Udara,201981
2018,Februari,JAWA TIMUR,Juanda,Udara,19621
2018,Februari,SUMATERA UTARA,Kualanamu,Udara,17740
2018,Februari,JAWA BARAT,Husein Sastranegara,Udara,12212
2018,Februari,DI YOGYAKARTA,Adi Sucipto,Udara,12602
2018,Februari,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,5800
2018,Februari,SULAWESI UTARA,Sam Ratulangi,Udara,10794
2018,Februari,SUMATERA BARAT,Minangkabau,Udara,4459
2018,Februari,RIAU,Sultan Syarif Kasim II,Udara,1942
2018,Februari,ACEH,Sultan Iskandar Muda,Udara,2915
2018,Februari,JAWA TENGAH,Ahmad Yani,Udara,1724
2018,Februari,KALIMANTAN BARAT,Supadio,Udara,2356
2018,Februari,SULAWESI SELATAN,Hasanuddin,Udara,1004
2018,Februari,SUMATERA SELATAN,Sultan Badaruddin II,Udara,788
2018,Februari,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,697
2018,Februari,KEP. RIAU,Batam,Laut,155671
2018,Februari,KEP. RIAU,Tanjung Uban,Laut,31758
2018,Februari,KEP. RIAU,Tanjung Pinang,Laut,10704
2018,Februari,KEP. RIAU,Tanjung Balai Karimun,Laut,7832
2018,Februari,BALI,Tanjung Benoa,Laut,8616
2018,Februari,JAWA TENGAH,Tanjung Mas,Laut,3191
2018,Februari,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,43272
2018,Februari,PAPUA,Jayapura,Darat,11696
2018,Februari,NUSA TENGGARA TIMUR,Atambua,Darat,3799
2018,Februari,KALIMANTAN BARAT,Entikong,Darat,2100
2018,Februari,KALIMANTAN BARAT,Aruk,Darat,928
2018,Februari,KALIMANTAN BARAT,Nanga Badau,Darat,694
2018,Februari,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,176802
2018,Maret,BALI,Ngurah Rai,Udara,484846
2018,Maret,DKI JAKARTA,Soekarno-Hatta,Udara,244467
2018,Maret,JAWA TIMUR,Juanda,Udara,26391
2018,Maret,SUMATERA UTARA,Kualanamu,Udara,21693
2018,Maret,JAWA BARAT,Husein Sastranegara,Udara,15657
2018,Maret,DI YOGYAKARTA,Adi Sucipto,Udara,14055
2018,Maret,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,9880
2018,Maret,SULAWESI UTARA,Sam Ratulangi,Udara,10114
2018,Maret,SUMATERA BARAT,Minangkabau,Udara,5057
2018,Maret,RIAU,Sultan Syarif Kasim II,Udara,2510
2018,Maret,ACEH,Sultan Iskandar Muda,Udara,3402
2018,Maret,JAWA TENGAH,Ahmad Yani,Udara,2020
2018,Maret,KALIMANTAN BARAT,Supadio,Udara,2416
2018,Maret,SULAWESI SELATAN,Hasanuddin,Udara,1099
2018,Maret,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1015
2018,Maret,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,1013
2018,Maret,KEP. RIAU,Batam,Laut,175194
2018,Maret,KEP. RIAU,Tanjung Uban,Laut,37364
2018,Maret,KEP. RIAU,Tanjung Pinang,Laut,13261
2018,Maret,KEP. RIAU,Tanjung Balai Karimun,Laut,8337
2018,Maret,BALI,Tanjung Benoa,Laut,4254
2018,Maret,JAWA TENGAH,Tanjung Mas,Laut,6988
2018,Maret,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,59461
2018,Maret,PAPUA,Jayapura,Darat,10331
2018,Maret,NUSA TENGGARA TIMUR,Atambua,Darat,5250
2018,Maret,KALIMANTAN BARAT,Entikong,Darat,2376
2018,Maret,KALIMANTAN BARAT,Aruk,Darat,766
2018,Maret,KALIMANTAN BARAT,Nanga Badau,Darat,661
2018,Maret,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,193548
2018,April,BALI,Ngurah Rai,Udara,516143
2018,April,DKI JAKARTA,Soekarno-Hatta,Udara,224978
2018,April,JAWA TIMUR,Juanda,Udara,26306
2018,April,SUMATERA UTARA,Kualanamu,Udara,18538
2018,April,JAWA BARAT,Husein Sastranegara,Udara,14163
2018,April,DI YOGYAKARTA,Adi Sucipto,Udara,11435
2018,April,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,10644
2018,April,SULAWESI UTARA,Sam Ratulangi,Udara,10201
2018,April,SUMATERA BARAT,Minangkabau,Udara,4293
2018,April,RIAU,Sultan Syarif Kasim II,Udara,2044
2018,April,ACEH,Sultan Iskandar Muda,Udara,2941
2018,April,JAWA TENGAH,Ahmad Yani,Udara,2232
2018,April,KALIMANTAN BARAT,Supadio,Udara,1902
2018,April,SULAWESI SELATAN,Hasanuddin,Udara,1077
2018,April,SUMATERA SELATAN,Sultan Badaruddin II,Udara,861
2018,April,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,976
2018,April,KEP. RIAU,Batam,Laut,144104
2018,April,KEP. RIAU,Tanjung Uban,Laut,32237
2018,April,KEP. RIAU,Tanjung Pinang,Laut,10449
2018,April,KEP. RIAU,Tanjung Balai Karimun,Laut,7328
2018,April,BALI,Tanjung Benoa,Laut,634
2018,April,JAWA TENGAH,Tanjung Mas,Laut,437
2018,April,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,41644
2018,April,PAPUA,Jayapura,Darat,10641
2018,April,NUSA TENGGARA TIMUR,Atambua,Darat,5571
2018,April,KALIMANTAN BARAT,Entikong,Darat,1277
2018,April,KALIMANTAN BARAT,Aruk,Darat,587
2018,April,KALIMANTAN BARAT,Nanga Badau,Darat,661
2018,April,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,198017
2018,Mei,BALI,Ngurah Rai,Udara,526281
2018,Mei,DKI JAKARTA,Soekarno-Hatta,Udara,191631
2018,Mei,JAWA TIMUR,Juanda,Udara,24420
2018,Mei,SUMATERA UTARA,Kualanamu,Udara,14624
2018,Mei,JAWA BARAT,Husein Sastranegara,Udara,10453
2018,Mei,DI YOGYAKARTA,Adi Sucipto,Udara,9584
2018,Mei,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,7512
2018,Mei,SULAWESI UTARA,Sam Ratulangi,Udara,9405
2018,Mei,SUMATERA BARAT,Minangkabau,Udara,3002
2018,Mei,RIAU,Sultan Syarif Kasim II,Udara,1666
2018,Mei,ACEH,Sultan Iskandar Muda,Udara,1717
2018,Mei,JAWA TENGAH,Ahmad Yani,Udara,1612
2018,Mei,KALIMANTAN BARAT,Supadio,Udara,1473
2018,Mei,SULAWESI SELATAN,Hasanuddin,Udara,661
2018,Mei,SUMATERA SELATAN,Sultan Badaruddin II,Udara,716
2018,Mei,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,695
2018,Mei,KEP. RIAU,Batam,Laut,142157
2018,Mei,KEP. RIAU,Tanjung Uban,Laut,33833
2018,Mei,KEP. RIAU,Tanjung Pinang,Laut,11268
2018,Mei,KEP. RIAU,Tanjung Balai Karimun,Laut,5295
2018,Mei,BALI,Tanjung Benoa,Laut,2231
2018,Mei,JAWA TENGAH,Tanjung Mas,Laut,137
2018,Mei,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,35197
2018,Mei,PAPUA,Jayapura,Darat,7542
2018,Mei,NUSA TENGGARA TIMUR,Atambua,Darat,6283
2018,Mei,KALIMANTAN BARAT,Entikong,Darat,1827
2018,Mei,KALIMANTAN BARAT,Aruk,Darat,1051
2018,Mei,KALIMANTAN BARAT,Nanga Badau,Darat,1114
2018,Mei,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,189318
2018,Juni,BALI,Ngurah Rai,Udara,540462
2018,Juni,DKI JAKARTA,Soekarno-Hatta,Udara,182887
2018,Juni,JAWA TIMUR,Juanda,Udara,27329
2018,Juni,SUMATERA UTARA,Kualanamu,Udara,18153
2018,Juni,JAWA BARAT,Husein Sastranegara,Udara,6401
2018,Juni,DI YOGYAKARTA,Adi Sucipto,Udara,7547
2018,Juni,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,8859
2018,Juni,SULAWESI UTARA,Sam Ratulangi,Udara,10107
2018,Juni,SUMATERA BARAT,Minangkabau,Udara,4549
2018,Juni,RIAU,Sultan Syarif Kasim II,Udara,2838
2018,Juni,ACEH,Sultan Iskandar Muda,Udara,1468
2018,Juni,JAWA TENGAH,Ahmad Yani,Udara,1647
2018,Juni,KALIMANTAN BARAT,Supadio,Udara,1652
2018,Juni,SULAWESI SELATAN,Hasanuddin,Udara,1216
2018,Juni,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1311
2018,Juni,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,979
2018,Juni,KEP. RIAU,Batam,Laut,167398
2018,Juni,KEP. RIAU,Tanjung Uban,Laut,40296
2018,Juni,KEP. RIAU,Tanjung Pinang,Laut,12815
2018,Juni,KEP. RIAU,Tanjung Balai Karimun,Laut,7885
2018,Juni,BALI,Tanjung Benoa,Laut,4088
2018,Juni,JAWA TENGAH,Tanjung Mas,Laut,0
2018,Juni,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,56830
2018,Juni,PAPUA,Jayapura,Darat,5864
2018,Juni,NUSA TENGGARA TIMUR,Atambua,Darat,7047
2018,Juni,KALIMANTAN BARAT,Entikong,Darat,2756
2018,Juni,KALIMANTAN BARAT,Aruk,Darat,2200
2018,Juni,KALIMANTAN BARAT,Nanga Badau,Darat,1331
2018,Juni,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,196759
2018,Juli,BALI,Ngurah Rai,Udara,624263
2018,Juli,DKI JAKARTA,Soekarno-Hatta,Udara,322808
2018,Juli,JAWA TIMUR,Juanda,Udara,33390
2018,Juli,SUMATERA UTARA,Kualanamu,Udara,22330
2018,Juli,JAWA BARAT,Husein Sastranegara,Udara,12751
2018,Juli,DI YOGYAKARTA,Adi Sucipto,Udara,13642
2018,Juli,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,13980
2018,Juli,SULAWESI UTARA,Sam Ratulangi,Udara,11875
2018,Juli,SUMATERA BARAT,Minangkabau,Udara,5100
2018,Juli,RIAU,Sultan Syarif Kasim II,Udara,2417
2018,Juli,ACEH,Sultan Iskandar Muda,Udara,3297
2018,Juli,JAWA TENGAH,Ahmad Yani,Udara,2114
2018,Juli,KALIMANTAN BARAT,Supadio,Udara,1639
2018,Juli,SULAWESI SELATAN,Hasanuddin,Udara,1566
2018,Juli,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1185
2018,Juli,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,1028
2018,Juli,KEP. RIAU,Batam,Laut,144235
2018,Juli,KEP. RIAU,Tanjung Uban,Laut,52228
2018,Juli,KEP. RIAU,Tanjung Pinang,Laut,10661
2018,Juli,KEP. RIAU,Tanjung Balai Karimun,Laut,6397
2018,Juli,BALI,Tanjung Benoa,Laut,29
2018,Juli,JAWA TENGAH,Tanjung Mas,Laut,0
2018,Juli,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,38908
2018,Juli,PAPUA,Jayapura,Darat,6643
2018,Juli,NUSA TENGGARA TIMUR,Atambua,Darat,6508
2018,Juli,KALIMANTAN BARAT,Entikong,Darat,1453
2018,Juli,KALIMANTAN BARAT,Aruk,Darat,825
2018,Juli,KALIMANTAN BARAT,Nanga Badau,Darat,849
2018,Juli,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,205110
2018,Agustus,BALI,Ngurah Rai,Udara,571380
2018,Agustus,DKI JAKARTA,Soekarno-Hatta,Udara,308698
2018,Agustus,JAWA TIMUR,Juanda,Udara,34166
2018,Agustus,SUMATERA UTARA,Kualanamu,Udara,23753
2018,Agustus,JAWA BARAT,Husein Sastranegara,Udara,13697
2018,Agustus,DI YOGYAKARTA,Adi Sucipto,Udara,13468
2018,Agustus,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,4308
2018,Agustus,SULAWESI UTARA,Sam Ratulangi,Udara,15448
2018,Agustus,SUMATERA BARAT,Minangkabau,Udara,5602
2018,Agustus,RIAU,Sultan Syarif Kasim II,Udara,2977
2018,Agustus,ACEH,Sultan Iskandar Muda,Udara,3087
2018,Agustus,JAWA TENGAH,Ahmad Yani,Udara,2650
2018,Agustus,KALIMANTAN BARAT,Supadio,Udara,1992
2018,Agustus,SULAWESI SELATAN,Hasanuddin,Udara,1626
2018,Agustus,SUMATERA SELATAN,Sultan Badaruddin II,Udara,2263
2018,Agustus,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,939
2018,Agustus,KEP. RIAU,Batam,Laut,159218
2018,Agustus,KEP. RIAU,Tanjung Uban,Laut,57643
2018,Agustus,KEP. RIAU,Tanjung Pinang,Laut,12310
2018,Agustus,KEP. RIAU,Tanjung Balai Karimun,Laut,6913
2018,Agustus,BALI,Tanjung Benoa,Laut,1315
2018,Agustus,JAWA TENGAH,Tanjung Mas,Laut,0
2018,Agustus,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,43469
2018,Agustus,PAPUA,Jayapura,Darat,7706
2018,Agustus,NUSA TENGGARA TIMUR,Atambua,Darat,7912
2018,Agustus,KALIMANTAN BARAT,Entikong,Darat,1821
2018,Agustus,KALIMANTAN BARAT,Aruk,Darat,1516
2018,Agustus,KALIMANTAN BARAT,Nanga Badau,Darat,1121
2018,Agustus,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,204023
2018,September,BALI,Ngurah Rai,Udara,555888
2018,September,DKI JAKARTA,Soekarno-Hatta,Udara,250058
2018,September,JAWA TIMUR,Juanda,Udara,24835
2018,September,SUMATERA UTARA,Kualanamu,Udara,19851
2018,September,JAWA BARAT,Husein Sastranegara,Udara,13328
2018,September,DI YOGYAKARTA,Adi Sucipto,Udara,12553
2018,September,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,3866
2018,September,SULAWESI UTARA,Sam Ratulangi,Udara,12730
2018,September,SUMATERA BARAT,Minangkabau,Udara,5094
2018,September,RIAU,Sultan Syarif Kasim II,Udara,2321
2018,September,ACEH,Sultan Iskandar Muda,Udara,3074
2018,September,JAWA TENGAH,Ahmad Yani,Udara,2117
2018,September,KALIMANTAN BARAT,Supadio,Udara,2254
2018,September,SULAWESI SELATAN,Hasanuddin,Udara,1281
2018,September,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1160
2018,September,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,916
2018,September,KEP. RIAU,Batam,Laut,153944
2018,September,KEP. RIAU,Tanjung Uban,Laut,53214
2018,September,KEP. RIAU,Tanjung Pinang,Laut,12530
2018,September,KEP. RIAU,Tanjung Balai Karimun,Laut,7292
2018,September,BALI,Tanjung Benoa,Laut,15
2018,September,JAWA TENGAH,Tanjung Mas,Laut,0
2018,September,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,37527
2018,September,PAPUA,Jayapura,Darat,11220
2018,September,NUSA TENGGARA TIMUR,Atambua,Darat,8575
2018,September,KALIMANTAN BARAT,Entikong,Darat,1608
2018,September,KALIMANTAN BARAT,Aruk,Darat,1143
2018,September,KALIMANTAN BARAT,Nanga Badau,Darat,1097
2018,September,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,171452
2018,Oktober,BALI,Ngurah Rai,Udara,515181
2018,Oktober,DKI JAKARTA,Soekarno-Hatta,Udara,244775
2018,Oktober,JAWA TIMUR,Juanda,Udara,25938
2018,Oktober,SUMATERA UTARA,Kualanamu,Udara,15744
2018,Oktober,JAWA BARAT,Husein Sastranegara,Udara,13850
2018,Oktober,DI YOGYAKARTA,Adi Sucipto,Udara,11613
2018,Oktober,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,3515
2018,Oktober,SULAWESI UTARA,Sam Ratulangi,Udara,8343
2018,Oktober,SUMATERA BARAT,Minangkabau,Udara,4055
2018,Oktober,RIAU,Sultan Syarif Kasim II,Udara,2654
2018,Oktober,ACEH,Sultan Iskandar Muda,Udara,2058
2018,Oktober,JAWA TENGAH,Ahmad Yani,Udara,2022
2018,Oktober,KALIMANTAN BARAT,Supadio,Udara,1697
2018,Oktober,SULAWESI SELATAN,Hasanuddin,Udara,1187
2018,Oktober,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1167
2018,Oktober,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,1441
2018,Oktober,KEP. RIAU,Batam,Laut,141337
2018,Oktober,KEP. RIAU,Tanjung Uban,Laut,47742
2018,Oktober,KEP. RIAU,Tanjung Pinang,Laut,10759
2018,Oktober,KEP. RIAU,Tanjung Balai Karimun,Laut,5981
2018,Oktober,BALI,Tanjung Benoa,Laut,2030
2018,Oktober,JAWA TENGAH,Tanjung Mas,Laut,133
2018,Oktober,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,35919
2018,Oktober,PAPUA,Jayapura,Darat,14147
2018,Oktober,NUSA TENGGARA TIMUR,Atambua,Darat,8246
2018,Oktober,KALIMANTAN BARAT,Entikong,Darat,1235
2018,Oktober,KALIMANTAN BARAT,Aruk,Darat,745
2018,Oktober,KALIMANTAN BARAT,Nanga Badau,Darat,1098
2018,Oktober,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,166993
2018,November,BALI,Ngurah Rai,Udara,406679
2018,November,DKI JAKARTA,Soekarno-Hatta,Udara,206820
2018,November,JAWA TIMUR,Juanda,Udara,29992
2018,November,SUMATERA UTARA,Kualanamu,Udara,21538
2018,November,JAWA BARAT,Husein Sastranegara,Udara,14280
2018,November,DI YOGYAKARTA,Adi Sucipto,Udara,10661
2018,November,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,2306
2018,November,SULAWESI UTARA,Sam Ratulangi,Udara,5735
2018,November,SUMATERA BARAT,Minangkabau,Udara,5118
2018,November,RIAU,Sultan Syarif Kasim II,Udara,3265
2018,November,ACEH,Sultan Iskandar Muda,Udara,1137
2018,November,JAWA TENGAH,Ahmad Yani,Udara,1844
2018,November,KALIMANTAN BARAT,Supadio,Udara,2352
2018,November,SULAWESI SELATAN,Hasanuddin,Udara,1171
2018,November,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1238
2018,November,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,2162
2018,November,KEP. RIAU,Batam,Laut,155283
2018,November,KEP. RIAU,Tanjung Uban,Laut,47833
2018,November,KEP. RIAU,Tanjung Pinang,Laut,11073
2018,November,KEP. RIAU,Tanjung Balai Karimun,Laut,6749
2018,November,BALI,Tanjung Benoa,Laut,46
2018,November,JAWA TENGAH,Tanjung Mas,Laut,4686
2018,November,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,34162
2018,November,PAPUA,Jayapura,Darat,2467
2018,November,NUSA TENGGARA TIMUR,Atambua,Darat,8207
2018,November,KALIMANTAN BARAT,Entikong,Darat,1585
2018,November,KALIMANTAN BARAT,Aruk,Darat,1066
2018,November,KALIMANTAN BARAT,Nanga Badau,Darat,1034
2018,November,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,166994
2018,Desember,BALI,Ngurah Rai,Udara,495641
2018,Desember,DKI JAKARTA,Soekarno-Hatta,Udara,224989
2018,Desember,JAWA TIMUR,Juanda,Udara,26609
2018,Desember,SUMATERA UTARA,Kualanamu,Udara,19966
2018,Desember,JAWA BARAT,Husein Sastranegara,Udara,17311
2018,Desember,DI YOGYAKARTA,Adi Sucipto,Udara,10813
2018,Desember,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,3151
2018,Desember,SULAWESI UTARA,Sam Ratulangi,Udara,8845
2018,Desember,SUMATERA BARAT,Minangkabau,Udara,4801
2018,Desember,RIAU,Sultan Syarif Kasim II,Udara,3013
2018,Desember,ACEH,Sultan Iskandar Muda,Udara,1315
2018,Desember,JAWA TENGAH,Ahmad Yani,Udara,1930
2018,Desember,KALIMANTAN BARAT,Supadio,Udara,2033
2018,Desember,SULAWESI SELATAN,Hasanuddin,Udara,1406
2018,Desember,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1431
2018,Desember,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,2381
2018,Desember,KEP. RIAU,Batam,Laut,233153
2018,Desember,KEP. RIAU,Tanjung Uban,Laut,61258
2018,Desember,KEP. RIAU,Tanjung Pinang,Laut,16020
2018,Desember,KEP. RIAU,Tanjung Balai Karimun,Laut,9020
2018,Desember,BALI,Tanjung Benoa,Laut,3178
2018,Desember,JAWA TENGAH,Tanjung Mas,Laut,2315
2018,Desember,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,45685
2018,Desember,PAPUA,Jayapura,Darat,3202
2018,Desember,NUSA TENGGARA TIMUR,Atambua,Darat,13915
2018,Desember,KALIMANTAN BARAT,Entikong,Darat,3641
2018,Desember,KALIMANTAN BARAT,Aruk,Darat,1125
2018,Desember,KALIMANTAN BARAT,Nanga Badau,Darat,1826
2018,Desember,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,185581
2017,Januari,BALI,Ngurah Rai,Udara,455930
2017,Januari,DKI JAKARTA,Soekarno-Hatta,Udara,203067
2017,Januari,JAWA TIMUR,Juanda,Udara,17279
2017,Januari,SUMATERA UTARA,Kualanamu,Udara,18457
2017,Januari,JAWA BARAT,Husein Sastranegara,Udara,8518
2017,Januari,DI YOGYAKARTA,Adi Sucipto,Udara,9192
2017,Januari,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,9394
2017,Januari,SULAWESI UTARA,Sam Ratulangi,Udara,7697
2017,Januari,SUMATERA BARAT,Minangkabau,Udara,4042
2017,Januari,RIAU,Sultan Syarif Kasim II,Udara,3274
2017,Januari,ACEH,Sultan Iskandar Muda,Udara,2852
2017,Januari,JAWA TENGAH,Ahmad Yani,Udara,1548
2017,Januari,KALIMANTAN BARAT,Supadio,Udara,858
2017,Januari,SULAWESI SELATAN,Hasanuddin,Udara,1812
2017,Januari,SUMATERA SELATAN,Sultan Badaruddin II,Udara,106
2017,Januari,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,1686
2017,Januari,KEP. RIAU,Batam,Laut,135046
2017,Januari,KEP. RIAU,Tanjung Uban,Laut,26778
2017,Januari,KEP. RIAU,Tanjung Pinang,Laut,10814
2017,Januari,KEP. RIAU,Tanjung Balai Karimun,Laut,8175
2017,Januari,BALI,Tanjung Benoa,Laut,8143
2017,Januari,JAWA TENGAH,Tanjung Mas,Laut,179
2017,Januari,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,39428
2017,Januari,PAPUA,Jayapura,Darat,12417
2017,Januari,NUSA TENGGARA TIMUR,Atambua,Darat,474
2017,Januari,KALIMANTAN BARAT,Entikong,Darat,2091
2017,Januari,KALIMANTAN BARAT,Aruk,Darat,414
2017,Januari,KALIMANTAN BARAT,Nanga Badau,Darat,810
2017,Januari,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,110656
2017,Februari,BALI,Ngurah Rai,Udara,448157
2017,Februari,DKI JAKARTA,Soekarno-Hatta,Udara,191933
2017,Februari,JAWA TIMUR,Juanda,Udara,11998
2017,Februari,SUMATERA UTARA,Kualanamu,Udara,1568
2017,Februari,JAWA BARAT,Husein Sastranegara,Udara,13257
2017,Februari,DI YOGYAKARTA,Adi Sucipto,Udara,8963
2017,Februari,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,8775
2017,Februari,SULAWESI UTARA,Sam Ratulangi,Udara,5149
